Sentence	label_name	label_ID	language
The United States' reputation as a leader in democracy and human rights has been undermined by its treatment of immigrants and its failure to provide a path to citizenship for undocumented individuals.	External Regulation and Reputation	14	en
The Trump administration's efforts to restrict immigration from certain countries and to end DACA have damaged the country's reputation as a leader in immigration policy and human rights.	External Regulation and Reputation	14	en
The experiences of LGBTQ immigrants are often erased or ignored in larger discussions around immigration policy and reform.	Other	15	en
Immigration policies can have a significant impact on the health and wellbeing of immigrants and refugees, with factors like access to healthcare and social services playing a crucial role.	Other	15	en
The COVID-19 pandemic has underscored the importance of immigrant workers in sectors like healthcare and food production, highlighting the need for comprehensive immigration reform.	Other	15	en
The rise of far-right populism and anti-immigrant sentiment has put the rights and safety of marginalized communities like immigrants and LGBTQ individuals in jeopardy.	Other	15	en
Immigration policies often prioritize the interests of corporations and employers over the needs and rights of immigrants and refugees.	Quality of Life	10	en
The surge of migrants at the southern border has overwhelmed the current capacity and resources of the U.S. immigration system	Capacity and Resources	2	en
Many immigrant communities lack access to critical resources, such as healthcare and education, due to language barriers and other systemic issues.	Capacity and Resources	2	en
The immigration system is in desperate need of reform to address the backlog of cases and ensure that individuals receive a fair and timely hearing.	Capacity and Resources	2	en
The lack of available resources and support for refugees can lead to long-term integration challenges and a strain on host communities.	Capacity and Resources	2	en
Immigration policies must take into account the availability of jobs and resources to support both immigrants and the existing population.	Capacity and Resources	2	en
Immigrants contribute to the economy by filling gaps in the labor market and starting new businesses.	Economic	1	en
The cost of deporting millions of undocumented immigrants would be astronomical, while legalization would generate significant economic benefits.	Economic	1	en
Immigration has a positive net impact on the U.S. economy, generating growth and creating jobs.	Economic	1	en
The current immigration system places a significant burden on employers, who must navigate complex legal requirements and face uncertainty in hiring practices.	Economic	1	en
The high cost of legal immigration can be a barrier to entry for many individuals, particularly those from low-income backgrounds.	Economic	1	en
Immigration policy is not just an issue of law and order, but also of justice and compassion, as we must balance our obligation to enforce the law with our responsibility to protect the human rights and dignity of all people.	Morality	3	en
Opponents of same-sex marriage argue that it undermines the moral foundation of society, while supporters maintain that it is a matter of justice and equality.	Morality	3	en
The Universal Declaration of Human Rights recognizes the right of every person to seek asylum from persecution, and it is our moral obligation to provide that protection.	Morality	3	en
Many religious traditions have evolved to embrace LGBTQ individuals and their relationships, recognizing the inherent dignity and worth of all people.	Morality	3	en
Our moral and ethical values as a society demand that we respect the rights and dignity of all people, regardless of their sexual orientation or gender identity, and that we work to create a more inclusive and just society for all.	Morality	3	en
The essence of a fair society is that everyone should be able to get ahead on the basis of their own talent and hard work, regardless of their background or circumstances.	Fairness and Equality	4	en
The issue of same-sex marriage is fundamentally about fairness and equality, as it challenges the systemic discrimination and exclusion that have historically limited the rights and opportunities of LGBTQ+ individuals	Fairness and Equality 	4	en
Many religious traditions have long held that marriage is a sacred bond between a man and a woman, which has led to opposition to same-sex marriage on moral and ethical grounds.	Morality	3	en
Same-sex couples should not be forced to navigate a complex legal system to secure basic rights and protections that opposite-sex couples take for granted.	Fairness and Equality	4	en
Our faith traditions call on us to recognize the dignity and worth of every person, regardless of their immigration status, and to work for just and humane policies that protect the most vulnerable among us.	Morality	3	en
The jurisprudence of immigration law must recognize the importance of balancing the competing interests of national security, economic growth, and human rights while ensuring that our policies are both effective and humane.	Legality, Constitutionality and Jurisprudence	5	en
The authority of the executive branch to regulate immigration is subject to judicial review and constitutional constraints, and must be exercised in a manner that is consistent with our values and principles of democracy.	Legality, Constitutionality and Jurisprudence	5	en
The legality and constitutionality of same-sex marriage is grounded in principles of equal protection, due process, and the fundamental rights of all individuals.	Legality, Constitutionality and Jurisprudence	5	en
Immigration laws must be designed to protect the public interest, while also respecting the constitutional rights of immigrants and their families.	Legality, Constitutionality and Jurisprudence	5	en
The authority of states to regulate same-sex marriage is limited by the U.S. Constitution and the principle of federalism, and must be exercised in a manner that is consistent with our obligations under international human rights law.	Legality, Constitutionality and Jurisprudence	5	en
To reduce the backlog of immigration cases, we should increase the number of immigration judges, expand access to legal representation, and streamline our administrative processes.	Legality, Constitutionality and Jurisprudence	5	en
To ensure that same-sex couples have access to the same legal rights and protections as opposite-sex couples, we should adopt policies that recognize same-sex marriage as a fundamental right and prohibit discrimination on the basis of sexual orientation.	Policy Prescription and Evaluation	6	en
Policies aimed at promoting diversity and inclusion in the workplace can help to reduce discrimination against immigrants and LGBT individuals.	Policy Prescription and Evaluation	6	en
To promote the economic integration of immigrants, policies must be implemented that provide access to education and job training programs.	Policy Prescription and Evaluation	6	en
To address the issue of workplace discrimination against LGBT individuals, policies must be implemented that provide greater legal protections and ensure that their rights are respected.	Policy Prescription and Evaluation	6	en
Same-sex marriage laws have been shown to have positive implications for the mental health and wellbeing of not only LGBTQ+ individuals, but also their friends and families.	Health and Safety	9	en
The effectiveness of immigration laws is often questioned in the context of larger debates about global migration patterns and the role of borders in a globalized world.	Crime and Punishment	7	en
The effectiveness of immigration laws in deterring unauthorized migration has been widely debated, with many experts arguing that such laws are both ineffective and costly.	Crime and Punishment	7	en
The criminalization of same-sex relationships and marriage has been used to justify the denial of asylum to LGBTQ+ refugees, many of whom face persecution and violence in their home countries.	Crime and Punishment	7	en
Laws criminalizing same-sex relationships and marriage have been used to justify violence and discrimination against LGBTQ+ individuals, often with little or no recourse to legal protections.	Crime and Punishment	7	en
To protect the security of the nation, policies must be enacted that ensure that individuals entering the country do not pose a threat to public safety.	Security and Defense	8	en
Policies aimed at promoting the safety and well-being of immigrant children must take into account the potential security risks posed by human trafficking or other forms of exploitation.	Security and Defense	8	en
To address the issue of workplace discrimination against immigrants, policies must be implemented that ensure their safety and protection from harassment or violence.	Security and Defense	8	en
To protect the security of the nation, policies must be enacted that ensure that individuals who pose a threat to national security are properly identified and prevented from entering the country.	Security and Defense	8	en
Policies aimed at promoting the rights of immigrants must take into account the potential security risks posed by individuals with criminal histories or terrorist affiliations.	Policy Prescription and Evaluation	6	en
Discrimination against LGBTQ individuals in healthcare settings can lead to lower rates of preventative care and worse health outcomes.	Health and Safety	9	en
The Affordable Care Act has expanded access to healthcare for many immigrants, but some still face barriers due to their immigration status.	Health and Safety	9	en
Lack of access to healthcare can have serious health consequences for undocumented immigrants, including preventable illnesses and untreated conditions.	Health and Safety	9	en
The fear of deportation can deter immigrants from seeking healthcare, which can lead to delayed treatment and worse health outcomes	Health and Safety	9	en
Language barriers can prevent immigrants from understanding how to access healthcare services and how to take care of their health.	Health and Safety	9	en
Marriage equality can provide stability and security for LGBTQ+ families, improving their quality of life and well-being.	Quality of Life	10	en
same-sex marriage can lead to increased social support and sense of belonging for LGBTQ+ individuals, improving their overall well-being and quality of life.	Quality of Life	10	en
Immigrants who face discrimination in the workplace may experience lower job satisfaction and reduced quality of life.	Quality of Life	10	en
Immigrants who are separated from their families due to immigration policies may experience emotional and psychological distress, negatively impacting their quality of life.	Quality of Life	10	en
Opponents of same-sex marriage argue that it can have negative impacts on children raised in such households, potentially harming their quality of life.	Quality of Life	10	en
Immigrants can contribute to the preservation of cultural heritage while also embracing the values and customs of their new home.	Cultural Identity	11	en
Same-sex marriage is a reflection of changing cultural attitudes towards the rights of LGBTQ+ individuals, and the recognition of their relationships as equal to heterosexual relationships.	Cultural Identity	11	en
Immigrants can enrich the cultural diversity of a society while also contributing to the economic and social fabric of their new home.	Economic	1	en
Same-sex marriage represents a shift in cultural attitudes towards the importance of gender and sexuality in personal relationships, and the recognition of LGBTQ+ rights as human rights.	Cultural Identity	11	en
Cultural differences can create tensions and misunderstandings between immigrants and the local community.	Cultural Identity	11	en
Polls have shown that immigration is an increasingly important issue for voters, particularly in states with large immigrant populations.	Public Opinion	12	en
Public opinion polls have shown that attitudes toward same-sex marriage are strongly correlated with religious affiliation, with those who identify as religious being more likely to oppose it.	Public Opinion	12	en
According to a Gallup poll, as of 2021, 84% of Americans believe that immigrants are a good thing for the country.	Public Opinion	12	en
A Pew Research Centre survey found that the majority of Americans (58%) believe that immigrants strengthen the country through their hard work and talents.	Public Opinion	12	en
A study by the National Bureau of Economic Research found that the wages of U.S.-born workers are generally not negatively affected by the presence of undocumented immigrants in the workforce.	Public Opinion	12	en
The fight for same-sex marriage has become a key issue in the culture wars, with politicians on both sides of the aisle using it to appeal to their base and galvanize their supporters.	Political	13	en
The issue of immigration reform has become increasingly polarized in recent years, with politicians on both sides of the aisle unwilling to compromise or find common ground on the issue.	Political	13	en
Same-sex marriage is often framed as a civil rights issue, with supporters arguing that denying LGBT individuals the right to marry is a form of discrimination and inequality.	Political	13	en
Liberal politicians often use their support for same-sex marriage as a way to attract young voters.	Political	13	en
The fight for immigration reform has brought together a diverse group of activists and advocates.	Political	13	en
The legalization of same-sex marriage in the United States has helped to set a positive example for other countries and has contributed to the advancement of LGBTQ rights globally.	External Regulation and Reputation	14	en
The United States' support for same-sex marriage and LGBTQ rights has become an important component of its foreign policy and its efforts to promote democracy and human rights globally.	External Regulation and Reputation	14	en
The United States has a long history of welcoming immigrants, but in recent years, its policies have been criticized for being overly restrictive and damaging to the country's reputation.	External Regulation and Reputation	14	en
The United States' reputation as a global leader in democracy and human rights has been undermined by its treatment of immigrants, particularly those from Muslim-majority countries.	External Regulation and Reputation	14	en
The Biden administration is rolling back some of the Trump-era immigration policies that damaged America's reputation on the global stage.	External Regulation and Reputation	14	en
The intersection of immigration and environmental justice is increasingly recognized, with climate change leading to displacement and migration of vulnerable populations.	Other	15	en
Same-sex marriage is not just a legal issue, but a deeply personal one for many LGBTQ individuals who have been denied the right to marry and have their relationships recognized.	Other	15	en
The experiences of LGBTQ immigrants can vary greatly depending on factors like country of origin, race, and socio-economic status.	Other	15	en
The COVID-19 pandemic has exposed the flaws in our immigration and healthcare systems, revealing the urgent need for systemic change.	Other	15	en
Same-sex marriage has led to greater visibility and acceptance of LGBTQ individuals and families, but it is not the end goal of the broader movement for LGBTQ rights.	Other	15	en
The lack of legal recognition for same-sex couples can lead to a lack of access to critical resources, such as healthcare and social security benefits.	Capacity and Resources	2	en
Many same-sex couples face financial challenges due to the lack of legal protections for their relationships, such as inheritance rights and joint tax filing.	Capacity and Resources	2	en
The legal recognition of same-sex marriage can bring important economic benefits, such as increased tourism and business revenue.	Economic	1	en
The lack of legal recognition for same-sex couples can lead to social isolation and a lack of support from friends and family.	Other	15	en
The legal recognition of same-sex marriage can help to foster a sense of community and belonging among LGBTQ individuals and their families.	Capacity and Resources	2	en
The legal recognition of same-sex marriage can generate significant economic benefits, such as increased tourism and business revenue	Economic	1	en
The legalization of same-sex marriage can lead to increased economic mobility and financial security for LGBTQ individuals and their families.	Economic	1	en
The cost of defending anti-gay marriage laws in court can be significant, with many states spending millions of dollars on legal fees.	Economic	1	en
The legal recognition of same-sex marriage can promote economic growth and stability by reducing discrimination and ensuring equal protection under the law	Economic	1	en
The legal recognition of same-sex marriage can improve access to critical resources such as healthcare, social security benefits, and survivor benefits.	Economic	1	en
